LLM model 01,LLM model 02,LLM model 003,LLM model 04,LLM model 05,LLm model 06,LLM model 07,LLM model 08,LLM model 09,LLm model 10
382,468.96,Model structure on show.,1984-11-17,majority,853.96,915,779,Million because military sell three color.,305
481,819.52,Million anyone choice eight cost should lose.,2008-01-20,measure,845.18,265,407,Like road yet various decide agree let white.,815
888,872.27,Nation perform forward college knowledge.,1999-07-16,response,954.76,650,889,Talk question several product learn arrive song.,344
86,645.66,Trade must material seat.,1975-08-02,general,633.9,480,974,Chair citizen these success big spring page.,624
662,479.52,Old at listen best company fear. Say into friend.,1979-05-22,south,96.43,892,948,Few cause understand adult let medical.,144
714,247.88,Stage lawyer light half sense. His represent run.,1996-06-12,purpose,785.03,581,291,End they wear argue stay.,128
73,527.62,Short structure record environmental write type.,1980-05-30,play,78.42,580,270,End officer support son the civil national visit.,228
279,443.43,Democrat recently rise business up play agree.,2010-11-04,be,640.48,372,530,Drop success require provide best apply mind.,952
771,302.81,Space health enjoy government.,1973-03-18,rest,315.59,554,393,No beautiful listen attention follow accept.,650
105,452.0,Stand southern early fish radio.,2006-09-19,enter,466.37,530,406,Against world life TV.,312
410,44.55,Spend newspaper teacher others.,2014-07-15,drug,801.78,91,826,Exactly read couple but important.,582
527,907.56,Woman more look believe probably make.,1985-03-07,message,170.12,981,272,Response role condition modern technology.,504
631,405.95,Issue claim fact authority.,2015-03-13,view,657.94,760,336,Exist guy like themselves collection.,741
687,981.11,Economy nation provide road.,1987-09-03,generation,837.34,883,993,Out develop admit appear remain bank.,813
47,52.7,Admit pay spend speech shoulder imagine.,2004-03-19,newspaper,478.97,636,919,From note finally people hour.,161
652,999.24,Mind maintain respond how small.,2013-09-21,message,630.57,818,337,Campaign none study prepare special can black.,913
636,653.64,Thousand modern authority left.,1998-04-13,require,506.36,868,724,Your market stay fund treatment.,836
376,490.33,Organization learn call picture fact.,2013-04-30,school,403.37,466,432,Finish black full common else stop ability put.,811
949,108.59,Marriage place wife trip recognize check age.,2005-06-12,material,608.75,250,121,Glass standard then expert election parent.,737
430,875.3,Role project mean realize.,1976-02-17,herself,507.57,1,592,Foreign director share carry call the present.,890
839,724.65,Wait professional should cause feeling woman.,1986-07-24,heavy,755.14,81,957,Or itself particularly quickly then six.,245
620,84.66,Imagine first senior point myself sister.,1975-10-03,cause,552.58,296,245,Manager western look describe.,827
976,295.04,First easy party Congress idea lead.,2014-03-01,rate,626.76,927,459,Pretty up wind yard.,100
258,437.94,Know hard task woman eye security something.,2006-07-13,arrive,831.87,797,291,This several add color.,767
952,383.91,Someone cup major house check wall soldier.,1972-05-16,middle,984.51,831,996,Wide great get glass expect particular.,929
113,119.49,Growth market bag.,2003-06-21,hour,772.73,389,557,Under light leader site brother few.,38
246,492.98,Child alone owner probably federal kitchen beat.,2000-08-16,company,164.9,210,585,Real none owner. Rate now inside a media writer.,412
364,804.74,Force up focus wait. Air ready want.,2004-01-13,behavior,601.15,159,304,Cultural woman research each recently simply.,19
133,707.59,Reach suggest action.,2008-12-07,listen,111.12,765,365,Star million Mrs land picture on list.,525
677,236.12,Whether stay maintain purpose window spend.,2006-07-22,worker,250.41,139,468,Officer dark country positive father fear.,594
291,637.13,Finally second manager result world modern.,1997-10-29,focus,639.82,301,126,Likely not edge account.,62
725,275.65,Fear eye college student Republican.,1980-02-19,serve,774.83,406,942,After detail best claim body both.,822
442,168.36,Much process strong compare part.,1994-05-22,night,732.0,871,117,Claim above fast bill difference process picture.,259
210,616.14,Us prevent born this particularly.,2020-09-20,recognize,251.33,965,313,Play page finally exist party student.,238
284,780.78,Probably feel speech minute.,1977-04-03,create,874.06,431,344,Fight nothing customer chair miss first nice.,679
653,145.34,Yourself mouth player.,1981-02-23,base,977.07,800,639,Pick degree fill brother letter property.,46
354,87.33,Book top stage account only partner address.,2011-04-29,evening,198.53,685,982,Do make owner image collection.,645
954,655.4,Forward marriage movie tend.,1982-07-30,Mr,784.7,831,614,May federal behavior share former four benefit.,371
811,56.92,Live major work just book upon.,1971-09-10,sure,618.23,138,750,Clearly a inside find trial. Fish local since.,942
125,814.6,Audience anyone sister. Real must respond people.,1977-01-23,short,816.84,986,264,Newspaper popular laugh.,789
505,297.36,Financial move art commercial.,2025-03-23,hotel,780.63,914,678,Machine international test form finish tonight.,299
322,974.96,To president determine quickly.,2000-03-12,particularly,146.36,696,177,Police reveal whether purpose without.,467
154,114.75,Similar foot describe type person add.,1989-05-24,according,339.68,828,36,Yard see area possible production nature.,432
135,308.45,Because reflect event each today.,1986-07-31,head,750.65,560,925,Effect seat budget form president goal vote.,272
731,7.92,Feel success realize along miss.,2008-05-29,goal,707.34,21,618,Long world last picture southern my alone.,255
713,140.29,Piece movement model top his.,2016-10-04,sit,371.65,557,309,Add might deep throughout away phone.,522
592,30.3,Statement leader difference understand.,1978-11-11,really,307.76,412,658,Special according along reflect.,798
439,48.87,Upon about both week plan product team expert.,1974-12-05,full,387.86,909,921,Win ready rise church I brother.,141
963,253.32,Personal sound lose determine need.,2005-10-18,nor,146.99,210,588,Agent lay organization again analysis hope place.,186
601,282.94,Follow trouble turn white fall.,1999-01-18,want,420.07,31,642,Determine community benefit investment need.,274
879,81.55,Tonight painting interesting because.,1995-02-13,president,737.05,732,818,Sister get detail produce current stop picture.,703
264,909.96,Citizen site water especially happen hear then.,1977-01-04,design,780.04,741,707,Buy Mr able end job group current.,815
366,802.76,Sign natural strategy sit.,2010-09-28,difficult,420.79,791,776,Home indicate director worker technology idea.,339
354,814.32,Talk news wish instead.,2015-08-02,daughter,901.27,998,323,Personal stay yet program pass.,571
907,831.89,Send forget much answer that radio.,1977-08-05,fall,129.04,193,617,Know human democratic.,656
515,257.51,I another green medical daughter discuss.,1981-10-06,officer,122.17,357,459,No certainly run close actually.,874
555,785.48,Reason cold glass system.,1979-03-29,three,725.67,314,584,Worry support reveal enough.,364
158,915.34,Leader sense former.,2015-12-23,fight,843.82,610,698,Opportunity film similar.,294
906,218.16,He water series argue everything reduce trip.,2004-10-07,three,615.35,657,535,Section about sing Democrat.,905
774,892.11,Three they kitchen have writer heavy.,1993-08-31,ready,730.02,446,219,Including throw hundred ready close quickly plan.,587
199,918.69,Sea very it former cost state.,2003-05-22,back,547.44,968,374,Me work off purpose century.,493
897,389.59,Authority wife describe ok realize eat.,2013-01-21,rock,620.58,155,46,Budget exactly finish tonight their.,568
336,343.66,Seek within apply apply seek quality.,1990-09-22,common,317.99,958,717,Best Democrat recognize interesting answer.,685
130,247.58,There bed tonight do itself agree major doctor.,2020-03-02,use,173.51,777,335,Leave past consumer source.,852
703,625.72,Body out sometimes pay friend maybe.,1973-02-19,pull,843.34,859,454,How field improve hour behavior.,50
197,934.02,Experience than truth individual stuff center.,2002-10-25,mission,381.56,300,400,Subject near send write lawyer senior.,486
137,462.83,Far address now shake arrive.,1970-06-16,western,446.49,391,211,Trial see deal stock set standard.,976
845,361.64,Increase perhaps enough I very low concern.,2002-07-18,near,60.15,657,971,He sing goal all red.,475
31,957.25,Develop science way consumer machine.,2008-10-14,change,959.61,702,892,Treatment environmental catch lead arrive dog.,73
896,869.85,Future pay land imagine these skill.,1980-08-29,of,888.84,762,700,Individual myself seem.,852
398,965.2,Population natural they popular very stand.,1983-11-22,cause,877.69,332,507,Speech right admit save.,96
653,942.72,Baby create water. Natural Republican buy body.,2015-03-30,involve,779.1,328,126,Everything power step save ask watch role.,384
981,131.4,Future author red people scientist response risk.,1971-01-29,morning,439.6,592,0,Need building floor nature.,598
539,827.23,Record realize little point upon.,1990-10-29,bank,591.25,451,212,Around however claim leave commercial.,293
4,383.45,Myself according miss part.,1989-09-26,ask,350.49,949,48,Training eight far this popular forward edge.,637
495,826.23,I its case buy from.,2024-01-30,window,219.19,246,440,Treatment same certainly night left long seat it.,100
273,335.08,Ever send eye bill Mrs.,1998-05-15,protect,179.37,731,268,Large cold recently easy. Chance cost owner few.,794
165,39.81,Here choice body blue attorney.,2009-06-24,hour,13.59,484,953,Never drug easy clear ready.,438
786,81.24,Everyone course enough allow.,2014-05-09,beautiful,763.92,835,281,Soon clearly behavior relate popular would.,414
181,869.75,Message food soldier.,1987-06-20,respond,539.85,511,555,Various late month.,785
999,724.6,Down allow police best other example right.,2001-08-10,goal,986.01,666,143,Political its difference. Himself also let.,378
674,814.86,Attack serve father various often.,2013-02-02,ball,203.93,437,553,Hit watch must human few likely experience.,944
882,42.48,Anything ok sea race green current.,2016-11-04,soon,973.03,917,202,Interview top several century former.,659
858,351.15,Everybody answer off us.,2016-10-17,partner,807.67,844,880,Off degree race western.,219
329,302.85,Might help his nice wait news music.,1989-02-08,sing,882.74,552,21,Friend how also charge.,603
551,996.91,Allow machine feeling perform.,1990-01-08,subject,187.73,230,861,Speak old better why oil heavy subject.,459
287,734.55,Brother manager prevent.,2019-10-21,about,461.59,661,819,None security strong.,337
29,216.8,Anyone address place else possible check.,1974-12-15,bit,122.27,16,3,Firm lay look training beyond game offer.,452
820,205.06,Choice seat edge firm hundred head.,1980-06-10,make,760.26,137,646,Majority herself simple old truth challenge hold.,726
253,17.93,Commercial without that success often.,1983-03-07,light,168.07,475,779,Everyone rule top situation affect.,456
406,25.15,Later it together.,2020-09-12,person,71.7,197,277,Represent hair will whatever glass night serious.,998
707,791.32,Attorney face education affect professor.,1998-09-05,message,963.79,457,301,However court feel writer policy skin.,577
213,968.69,Trial experience whatever training.,1999-06-08,wind,169.93,826,106,West spring professional cause sort source range.,178
675,351.26,Stay hospital father first democratic who.,1982-08-18,author,74.71,53,150,Throughout line development field affect.,887
361,380.75,Into look generation.,1987-07-04,indeed,662.26,16,191,Itself relationship alone growth.,187
284,797.96,Environmental same join.,1992-01-09,fall,33.17,469,741,Where hard popular red rest power.,603
209,416.44,Prove system smile one.,1994-04-16,happy,147.93,256,477,Team next spring how establish another fear she.,501
